folio	line_id	locus_type	lang	hand	illus	quire	para_start	para_end	line_words
f58r	f58r.40	P	A	3	S	H	0	0	yroleeey ar airaly pchody tshaly alols ykaly kar aram
f58r	f58r.41	P	A	3	S	H	0	1	dchol chokal saiin dal okal s alchey
f58v	f58v.1	P	A	3	S	H	1	0	tol shokchy opaiin opaiin chofaly ypar ypal opal opaldaiin
f58v	f58v.2	P	A	3	S	H	0	0	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky
f58v	f58v.3	P	A	3	S	H	0	0	todal qotain shoy qokeol okey qokalchal daly ar aim
f58v	f58v.4	P	A	3	S	H	0	0	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal
f58v	f58v.5	P	A	3	S	H	0	0	faiir ofas ar qotaiin sholy qotaiin yqokaly okal qokaly okaly
f58v	f58v.6	P	A	3	S	H	0	0	qokair ar aly shor daiin choly dal ykaiin org fchey okaly oky
f58v	f58v.7	P	A	3	S	H	0	0	y daiin qokeey qokar lchedy qokalor sheols oteor aiin cheky
f58v	f58v.8	P	A	3	S	H	0	0	taiin ckhey daldy qokair alar ytal aiin otaiin ykaiin ykaly dam
f58v	f58v.9	P	A	3	S	H	0	0	salal qolaiin chockhey tcholy qokaiin qokaiinos orcheey olaly
f58v	f58v.10	P	A	3	S	H	0	0	ykair shey key ctholy qotalom qokals qokaiin okal okaldy ory
f58v	f58v.11	P	A	3	S	H	0	0	tchol shol tor qokair or y ykaiin dory okaiir chodaiin otals
f58v	f58v.12	P	A	3	S	H	0	0	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy
f58v	f58v.13	P	A	3	S	H	0	0	qoeear alkeain ytal chos alor okal chcthy tal y kar
f58v	f58v.14	P	A	3	S	H	0	0	shar air alor chol oeear sho qotal chol tal ar tar aropam
f58v	f58v.15	P	A	3	S	H	0	0	qot oiin okal aral s air qoal talchos okal cho ytam dam
f58v	f58v.16	P	A	3	S	H	0	0	ykam qokair okaly qokal chaly cheockhey olaly taldar al
f58v	f58v.17	P	A	3	S	H	0	0	daiin alal dal qokar otal chodol qokeal cheol chos okeeam
f58v	f58v.18	P	A	3	S	H	0	0	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral
f58v	f58v.19	P	A	3	S	H	0	0	okain chokal sheoldy qokor olkam cheol dar chokeey okalchy
f58v	f58v.20	P	A	3	S	H	0	0	tolain ar ykeain qokeey otal chol okal ar ty chkalarol
f58v	f58v.21	P	A	3	S	H	0	0	olain olalor odaiin qetair otal qokal dair oi?y otam
f58v	f58v.22	P	A	3	S	H	0	1	okar sheey shekealy
f58v	f58v.23	P	A	3	S	H	1	0	pchshy sheoltey shopalchedy sheolkeal qokar aldaiin qokalar dal
f58v	f58v.24	P	A	3	S	H	0	0	qokal daiin qokal cham qokalcheal okor air ain ar als okam daly
f58v	f58v.25	P	A	3	S	H	0	0	qotain okeor sheey qokeol okeoly qokaly qokair or tas ykal
f58v	f58v.26	P	A	3	S	H	0	0	ykaly qokal ol al qokeos okal ar okos al shekar qokair alam
f58v	f58v.27	P	A	3	S	H	0	0	qokar s aiin al y qokchedy qoekaly odaiin qokar char alaiinom
f58v	f58v.28	P	A	3	S	H	0	1	ycheockhy okey okal otaly okaldy okeor sheey
f58v	f58v.29	P	A	3	S	H	1	0	polal keeo o leeckhey dalar ykeeody choar ckhar yfair alam
f58v	f58v.30	P	A	3	S	H	0	0	daiin sheoy ykey sheky qokal qokeey okain okar ol dam
f58v	f58v.31	P	A	3	S	H	0	0	tcheor chor kar okal qokeey qokal shol qokain ar oetalchg
f58v	f58v.32	P	A	3	S	H	0	0	psheey qoty qokar qokey ky ykar cheal otal kol olchedy
f58v	f58v.33	P	A	3	S	H	0	1	qoair chol ar chey
f58v	f58v.34	P	A	3	S	H	1	0	tol sheo keo ar qofcheal dar aey opchal shockhy okaly
f58v	f58v.35	P	A	3	S	H	0	0	daiin otain okain chey okeey qokeeos olar sheo daly dalychs
f58v	f58v.36	P	A	3	S	H	0	0	tcheody okeor ockhy qokal okal shokey qokeey dalar
f58v	f58v.37	P	A	3	S	H	0	0	olkeey okar ar choky otair otol chokey cheeky dalar
f58v	f58v.38	P	A	3	S	H	0	0	ykeeody qokar qoky keey qokol okal okor cheky sydy
f58v	f58v.39	P	A	3	S	H	0	1	oshar qokain okam shear cher sarols
f65r	f65r.1	L	?	3	H	H	0	0	otaim dam alam
f65v	f65v.1	P	?	3	H	H	1	0	cphy fchecfhy dydchepain shety qopy fol chpdy
f65v	f65v.2	P	?	3	H	H	0	0	daiin sheek l odyyteo qops air cheoteey dalom
f65v	f65v.3	P	?	3	H	H	0	1	ytal cheot shky ysas cheody
f65v	f65v.4	P	?	3	H	H	1	0	toeedy otar shedyyteey sheody qokesd yfchey
f65v	f65v.5	P	?	3	H	H	0	0	dshedy okeody qokdshckhy choky chokeody okey dy
f65v	f65v.6	P	?	3	H	H	0	1	qo ytchey sh cphyykchedy chedy shckhdy
f66r	f66r.1	L	B	5	T	H	0	0	rary
f66r	f66r.2	L	B	5	T	H	0	0	rals
f66r	f66r.3	L	B	5	T	H	0	0	qor
f66r	f66r.4	L	B	5	T	H	0	0	dary
f66r	f66r.5	L	B	5	T	H	0	0	ykeol
f66r	f66r.6	L	B	5	T	H	0	0	saly
f66r	f66r.7	L	B	5	T	H	0	0	salf
f66r	f66r.8	L	B	5	T	H	0	0	fary
f66r	f66r.9	L	B	5	T	H	0	0	qotesy
f66r	f66r.10	L	B	5	T	H	0	0	ykaly
f66r	f66r.11	L	B	5	T	H	0	0	doly
f66r	f66r.12	L	B	5	T	H	0	0	saiin
f66r	f66r.13	L	B	5	T	H	0	0	qokal
f66r	f66r.14	L	B	5	T	H	0	0	qolsa
f66r	f66r.15	L	B	5	T	H	0	0	raral
f66r	f66r.16	L	B	5	T	H	0	0	y
f66r	f66r.17	L	B	5	T	H	0	0	o
f66r	f66r.18	L	B	5	T	H	0	0	s
f66r	f66r.19	L	B	5	T	H	0	0	sh
f66r	f66r.20	L	B	5	T	H	0	0	y
f66r	f66r.21	L	B	5	T	H	0	0	d
f66r	f66r.22	L	B	5	T	H	0	0	o
f66r	f66r.23	L	B	5	T	H	0	0	f
f66r	f66r.24	L	B	5	T	H	0	0	@169;
f66r	f66r.25	L	B	5	T	H	0	0	x
f66r	f66r.26	L	B	5	T	H	0	0	air
f66r	f66r.27	L	B	5	T	H	0	0	d
f66r	f66r.28	L	B	5	T	H	0	0	sh
f66r	f66r.29	L	B	5	T	H	0	0	y
f66r	f66r.30	L	B	5	T	H	0	0	f
f66r	f66r.31	L	B	5	T	H	0	0	f
f66r	f66r.32	L	B	5	T	H	0	0	y
f66r	f66r.33	L	B	5	T	H	0	0	o
f66r	f66r.34	L	B	5	T	H	0	0	d
f66r	f66r.35	L	B	5	T	H	0	0	s
f66r	f66r.36	L	B	5	T	H	0	0	f
f66r	f66r.37	L	B	5	T	H	0	0	c
f66r	f66r.38	L	B	5	T	H	0	0	@172;
f66r	f66r.39	L	B	5	T	H	0	0	x
f66r	f66r.40	L	B	5	T	H	0	0	t
f66r	f66r.41	L	B	5	T	H	0	0	o
f66r	f66r.42	L	B	5	T	H	0	0	@195;
f66r	f66r.43	L	B	5	T	H	0	0	l
f66r	f66r.44	L	B	5	T	H	0	0	r
f66r	f66r.45	L	B	5	T	H	0	0	t
f66r	f66r.46	L	B	5	T	H	0	0	o
f66r	f66r.47	L	B	5	T	H	0	0	x
f66r	f66r.48	L	B	5	T	H	0	0	p
f66r	f66r.49	L	B	5	T	H	0	0	d
f66r	f66r.50	P	B	5	T	H	1	0	pdaiin oteedy opchedy chap chefchy shddy ypches cholpchd okedals
f66r	f66r.51	P	B	5	T	H	0	0	sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd
f66r	f66r.52	P	B	5	T	H	0	0	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy
f66r	f66r.53	P	B	5	T	H	0	0	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar
f66r	f66r.54	P	B	5	T	H	0	0	qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary
f66r	f66r.55	P	B	5	T	H	0	0	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin
f66r	f66r.56	P	B	5	T	H	0	1	dsheol okaiin sheodaiin
f66r	f66r.57	P	B	5	T	H	1	0	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd
f66r	f66r.58	P	B	5	T	H	0	0	dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol
f66r	f66r.59	P	B	5	T	H	0	0	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard
f66r	f66r.60	P	B	5	T	H	0	0	shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy
f66r	f66r.61	P	B	5	T	H	0	0	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy
f66r	f66r.62	P	B	5	T	H	0	1	ol cheeky daiir chky axor akar y daiin
f66r	f66r.63	P	B	5	T	H	1	0	pchof sholfordaiin qotar otalor fchedyr chedy dar odair ofaram
f66r	f66r.64	P	B	5	T	H	0	0	dalcheeeky sheol dairody chekchy shed ykesho l lor sheor cheal
f66r	f66r.65	P	B	5	T	H	0	0	dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry
f66r	f66r.66	P	B	5	T	H	0	1	shor shckheody dal shedy qokor al shes
f66r	f66r.67	P	B	5	T	H	1	0	psheody cfhol shofol okeody qokaldy ytarody shedy shedy dair
f66r	f66r.68	P	B	5	T	H	0	0	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor
f66r	f66r.69	P	B	5	T	H	0	1	tosheo qokaldy oky ol kcheeky qoky dary okees oly
f66r	f66r.70	P	B	5	T	H	1	0	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly
f66r	f66r.71	P	B	5	T	H	0	0	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody
f66r	f66r.72	P	B	5	T	H	0	0	sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey
f66r	f66r.73	P	B	5	T	H	0	0	ysheeod qoteeod qotol qoky chckhedy shey dcheol cheky cheo dor
f66r	f66r.74	P	B	5	T	H	0	0	ydaiin shedy otchedy oteochey tolchedy lsheody qoky daiin otam
f66r	f66r.75	P	B	5	T	H	0	0	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol
f66r	f66r.76	P	B	5	T	H	0	0	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy
f66r	f66r.77	P	B	5	T	H	0	0	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy
f66r	f66r.78	P	B	5	T	H	0	0	dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin
f66r	f66r.79	P	B	5	T	H	0	0	sheol oteey ldaiin okalchedy pchedy kody qotchedy cphedy
f66r	f66r.80	P	B	5	T	H	0	0	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar
f66r	f66r.81	P	B	5	T	H	0	1	lchey lkeedy chety shekaly shckhar
f66r	f66r.82	L	B	5	T	H	0	0	otcheo daiin chty ykees cheg
f66v	f66v.1	P	B	5	H	H	1	0	okeodof sheod ychoopy opch dal dor sheefy ytody daldeam
f66v	f66v.2	P	B	5	H	H	0	0	teodal tchedy dshey okshedy okeedy dcheeky daldy qotal sy
f66v	f66v.3	P	B	5	H	H	0	0	ytos s or sheeky okechdy okeedal dar otal chody cheky
f66v	f66v.4	P	B	5	H	H	0	0	shokeshy daiin cheos chety dol chckhy dal ko dal chekal dal
f66v	f66v.5	P	B	5	H	H	0	1	shdy shedefam qokedy chokal dal
f66v	f66v.6	P	B	5	H	H	1	0	tchod sheody shckhed chos chor sheo keody chepar sheopam
f66v	f66v.7	P	B	5	H	H	0	0	qokeos sheody chekeos chody kotody qotchdy chckhd ytchdy
f66v	f66v.8	P	B	5	H	H	0	1	dchekeedy cheody qokchdy qokol keedy cheky chety kody
f66v	f66v.9	P	B	5	H	H	1	0	pody sheody chpadar sheey fchdly cheoseesey kchy qofchal
f66v	f66v.10	P	B	5	H	H	0	0	dshal keedy qok or okaiin dol kaldaiin otal dokal okag
f66v	f66v.11	P	B	5	H	H	0	0	yteeod aiin shekeod saiin ykofar otaiin otar chedy kar
f66v	f66v.12	P	B	5	H	H	0	0	qekar okedy cheky dal chekal chckhy kal kal dar chkchody
f66v	f66v.13	P	B	5	H	H	0	1	ydees shey daiin dalkalykedaiin shedar okchdy oty
f67r1	f67r1.1	P	?	4	A	I	1	0	teeodaiin shey epairody osaiin yteeoey shey epaiin o aiin
f67r1	f67r1.2	P	?	4	A	I	0	0	daiir okeody qoekeey sar oeteody oteey keey keo keeodal
f67r1	f67r1.3	P	?	4	A	I	0	0	ycheo s o iim cheos aiin okesoe ar am shees dalaiin dam
f67r1	f67r1.4	P	?	4	A	I	0	1	cheodaiin chekeey s ar air s o ar cheey dair cthey
f67r1	f67r1.5	C	?	4	A	I	0	0	soairol shdy chokeody ykeedal ol oteodaiin choedy ot chteokaiin choteedy otor epchy chpar ar sheees deedy soeteed octheey s o eokeot y choteoky chockhy okees sor aiin daram schdes chdar dar dchschdy dar dar ar otardar ykaros
f67r1	f67r1.6	C	?	4	A	I	0	0	dair al cheol dal oekaiin sol daiin eetees saiin ykeos l chy otodaiin chetejy otar dair ar chedar okeedy oteodaiin ychsy chekeey ot dol al cheor okeo r oiin cheeky ary okeo keds oshey shchey chol dair dain cho dar aldy
f67r1	f67r1.7	C	?	4	A	I	0	0	archeo r qoikeey oteeos cheockhey oteochedy okechdar dararal okeorar sotey dair yteey oteo s oteees oteo oteesy sheokeey oteodal chokeed sar ain y oto keedais deeety okeey teodain chekchy dair chparam
f67r1	f67r1.8	R	?	4	A	I	0	0	otaldy
f67r1	f67r1.9	R	?	4	A	I	0	0	otoky
f67r1	f67r1.10	R	?	4	A	I	0	0	seeaiir
f67r1	f67r1.11	R	?	4	A	I	0	0	ykees ary
f67r1	f67r1.12	R	?	4	A	I	0	0	sosaiir
f67r1	f67r1.13	R	?	4	A	I	0	0	oteey dar
f67r1	f67r1.14	R	?	4	A	I	0	0	yto daiir
f67r1	f67r1.15	R	?	4	A	I	0	0	sheosam
f67r1	f67r1.16	R	?	4	A	I	0	0	ykeeody
f67r1	f67r1.17	R	?	4	A	I	0	0	okeol sal
f67r1	f67r1.18	R	?	4	A	I	0	0	okeey sar
f67r1	f67r1.19	R	?	4	A	I	0	0	dalary
f67r2	f67r2.1	L	?	4	A	I	0	0	ykshy s aram
f67r2	f67r2.13	P	?	4	A	I	1	0	opodchol s ain aldy
f67r2	f67r2.14	P	?	4	A	I	0	1	soeey doiin oldy
f67r2	f67r2.15	L	?	4	A	I	0	0	dolchsody
f67r2	f67r2.16	P	?	4	A	I	1	0	odaeiin okoes oekain y
f67r2	f67r2.17	P	?	4	A	I	0	0	otchey soraiir dy
f67r2	f67r2.18	P	?	4	A	I	0	1	qopchy daiin dal
f67r2	f67r2.19	P	?	4	A	I	1	0	ydchos ain ar amy
f67r2	f67r2.20	P	?	4	A	I	0	0	chocfhy saral
f67r2	f67r2.21	P	?	4	A	I	0	1	sain am ar
f67r2	f67r2.22	L	?	4	A	I	0	0	okal
f67r2	f67r2.23	P	?	4	A	I	1	0	oparchy salsain
f67r2	f67r2.24	P	?	4	A	I	0	0	sodar ofar ar
f67r2	f67r2.25	P	?	4	A	I	0	1	ydam
f67r2	f67r2.26	P	?	4	A	I	1	0	yteoor yto ykor
f67r2	f67r2.27	P	?	4	A	I	0	1	okeo r aiin am
f67r2	f67r2.28	L	?	4	A	I	0	0	okain am
f67r2	f67r2.29	P	?	4	A	I	1	0	ytody saiin
f67r2	f67r2.30	P	?	4	A	I	0	1	ochol olol
f67r2	f67r2.31	L	?	4	A	I	0	0	opcholdy
f67r2	f67r2.32	P	?	4	A	I	1	0	dosar odas air alaiin
f67r2	f67r2.33	P	?	4	A	I	0	1	dokan oear odal
f67r2	f67r2.34	L	?	4	A	I	0	0	ofar oeoldan
f67r2	f67r2.35	P	?	4	A	I	1	0	chol giin okol
f67r2	f67r2.36	P	?	4	A	I	0	1	ytor daiin or
f67r2	f67r2.37	L	?	4	A	I	0	0	ytoaiin
f67r2	f67r2.38	P	?	4	A	I	1	0	otoldos octhole
f67r2	f67r2.39	P	?	4	A	I	0	0	sor chedaiin dy
f67r2	f67r2.40	P	?	4	A	I	0	1	yteos oiin og
f67r2	f67r2.41	P	?	4	A	I	1	0	ytoeopchey chekody
f67r2	f67r2.42	P	?	4	A	I	0	0	sosho chos ockhy
f67r2	f67r2.43	P	?	4	A	I	0	1	daiin aiin os qsg
f67r2	f67r2.44	P	?	4	A	I	1	0	ofydy sheody aiin
f67r2	f67r2.45	P	?	4	A	I	0	0	ycheody es odaiiin
f67r2	f67r2.46	P	?	4	A	I	0	1	yekees oraly
f67r2	f67r2.47	L	?	4	A	I	0	0	yfain
f67r2	f67r2.48	P	?	4	A	I	1	0	todaiin dain dy
f67r2	f67r2.49	P	?	4	A	I	0	0	os choer aiin
f67r2	f67r2.50	P	?	4	A	I	0	0	choeea sal
f67r2	f67r2.51	P	?	4	A	I	0	1	dadaiin
f67r2	f67r2.52	L	?	4	A	I	0	0	qotoear
f67r2	f67r2.64	L	?	4	A	I	0	0	s air
f67r2	f67r2.72	P	?	4	A	I	1	0	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey
f67r2	f67r2.73	P	?	4	A	I	0	0	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar
f67r2	f67r2.74	P	?	4	A	I	0	1	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay
f67v2	f67v2.1	L	?	4	C	I	0	0	otchdy
f67v2	f67v2.2	L	?	4	C	I	0	0	otararain
f67v2	f67v2.3	P	?	4	C	I	1	0	tol or ain am otoly sair g
f67v2	f67v2.4	P	?	4	C	I	0	1	daiin taedaiin ar okor
f67v2	f67v2.5	P	?	4	C	I	1	0	okeey keoy salal
f67v2	f67v2.6	P	?	4	C	I	0	1	ykaralam olalade odam
f67v2	f67v2.7	P	?	4	C	I	1	0	taol daig sakar dam
f67v2	f67v2.8	P	?	4	C	I	0	1	solair cphey solal daly
f67v2	f67v2.9	P	?	4	C	I	1	0	okeal o?ol ar okaldam
f67v2	f67v2.10	P	?	4	C	I	0	1	koain opal ol ofolain oar
f67v2	f67v2.11	R	?	4	C	I	0	0	dcheeor ochepalain
f67v2	f67v2.12	R	?	4	C	I	0	0	oeolales aisar
f67v2	f67v2.13	R	?	4	C	I	0	0	okydseog oeepoaly
f67v2	f67v2.14	R	?	4	C	I	0	0	o?r ykaly char
f67v2	f67v2.15	R	?	4	C	I	0	0	o chekais okolaim
f67v2	f67v2.16	R	?	4	C	I	0	0	okar alet olkao
f67v2	f67v2.17	R	?	4	C	I	0	0	qokoaiin ocfhhy
f67v2	f67v2.18	R	?	4	C	I	0	0	okeeey oekchdy
f67v2	f67v2.19	L	?	4	C	I	0	0	soaiin dalam
f67v2	f67v2.20	L	?	4	C	I	0	0	sary okoral
f67v2	f67v2.21	L	?	4	C	I	0	0	oko???
f67v2	f67v2.22	L	?	4	C	I	0	0	okchos am
f67v1	f67v1.1	L	?	4	A	I	0	0	damamm
f67v1	f67v1.13	R	?	4	A	I	0	0	otorkeol orsheey dary
f67v1	f67v1.14	R	?	4	A	I	0	0	okechey cheody cheky
f67v1	f67v1.15	R	?	4	A	I	0	0	otechodor odcheey
f67v1	f67v1.16	R	?	4	A	I	0	0	chockhey chockhy
f67v1	f67v1.17	R	?	4	A	I	0	0	yteeey keeochy dair ockey
f67v1	f67v1.18	R	?	4	A	I	0	0	keechey chy koldy
f67v1	f67v1.19	R	?	4	A	I	0	0	pchodaiin otch oekeey dy
f67v1	f67v1.20	R	?	4	A	I	0	0	dcheeos qokeeeody eeis olcheeg
f67v1	f67v1.21	R	?	4	A	I	0	0	ykeeo cheo daiin ypcheg oty
f67v1	f67v1.22	R	?	4	A	I	0	0	opcheey chso cheey chedaly
f67v1	f67v1.23	R	?	4	A	I	0	0	ykeeey qokeey olokeey s
f67v1	f67v1.24	R	?	4	A	I	0	0	osheey keeody cheedals
f67v1	f67v1.25	R	?	4	A	I	0	0	okar shey qokcheor daiiin
f67v1	f67v1.26	R	?	4	A	I	0	0	oeees otechy o keey
f67v1	f67v1.27	R	?	4	A	I	0	0	okeeodaiin saii dairal
f67v1	f67v1.28	R	?	4	A	I	0	0	oksheeody or aral
f67v1	f67v1.29	R	?	4	A	I	0	0	olar aroky
f68r1	f68r1.1	P	?	4	A	I	1	0	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal
f68r1	f68r1.2	P	?	4	A	I	0	0	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod
f68r1	f68r1.3	P	?	4	A	I	0	0	ykor shey qocheey chokalokeey ror eckhear daram
f68r1	f68r1.4	P	?	4	A	I	0	1	dchor okaiiin
f68r1	f68r1.5	P	?	4	A	I	0	0	yky
f68r1	f68r1.6	P	?	4	A	I	0	0	dary
f68r1	f68r1.7	P	?	4	A	I	0	0	chkchykoly
f68r1	f68r1.8	L	?	4	A	I	0	0	okodaly
f68r1	f68r1.9	L	?	4	A	I	0	0	odchecthy
f68r1	f68r1.10	L	?	4	A	I	0	0	otcheody
f68r1	f68r1.11	L	?	4	A	I	0	0	okoaly
f68r1	f68r1.12	L	?	4	A	I	0	0	chocfhy
f68r1	f68r1.13	L	?	4	A	I	0	0	octhey
f68r1	f68r1.14	L	?	4	A	I	0	0	otshey
f68r1	f68r1.15	L	?	4	A	I	0	0	otydy
f68r1	f68r1.16	L	?	4	A	I	0	0	okear
f68r1	f68r1.17	L	?	4	A	I	0	0	cphocthy
f68r1	f68r1.18	L	?	4	A	I	0	0	ytchody
f68r1	f68r1.19	L	?	4	A	I	0	0	otys
f68r1	f68r1.20	L	?	4	A	I	0	0	olor
f68r1	f68r1.21	L	?	4	A	I	0	0	ockhy
f68r1	f68r1.22	L	?	4	A	I	0	0	ofcheor
f68r1	f68r1.23	L	?	4	A	I	0	0	otchdy
f68r1	f68r1.24	L	?	4	A	I	0	0	otykchs
f68r1	f68r1.25	L	?	4	A	I	0	0	otol
f68r1	f68r1.26	L	?	4	A	I	0	0	otor
f68r1	f68r1.27	L	?	4	A	I	0	0	oiinar
f68r1	f68r1.28	L	?	4	A	I	0	0	okoldy
f68r1	f68r1.29	L	?	4	A	I	0	0	ykchdy
f68r1	f68r1.30	L	?	4	A	I	0	0	@167;oeeody
f68r1	f68r1.31	L	?	4	A	I	0	0	ocphy
f68r1	f68r1.32	L	?	4	A	I	0	0	okeeodal
f68r1	f68r1.33	L	?	4	A	I	0	0	okshor
f68r1	f68r1.34	L	?	4	A	I	0	0	osdaiin
f68r1	f68r1.35	L	?	4	A	I	0	0	otochedy
f68r1	f68r1.36	L	?	4	A	I	0	0	dolchedy
f68r1	f68r1.37	C	?	4	A	I	0	0	oky okchdy okardy q?ear oygy
f68r2	f68r2.1	P	?	4	A	I	1	0	tsheeor chor sheal dar opchey oeecthy sheol dokechy otcheoly
f68r2	f68r2.2	P	?	4	A	I	0	0	dchy ykeechy dchyky okeeody rcheodal chokeey cheor oram
f68r2	f68r2.3	P	?	4	A	I	0	0	tcheos otchoky okchol okol sheeor chodchy qokchdar
f68r2	f68r2.4	P	?	4	A	I	0	0	chor chesy oreed qoeeckhy qockheol qokeol cheoal dcholal
f68r2	f68r2.5	P	?	4	A	I	0	1	kcheoey cheodysain ykeody chykchy
f68r2	f68r2.6	C	?	4	A	I	0	0	okeo okar oky okozy okaesy qokool chio qoiol
f68r2	f68r2.7	L	?	4	A	I	0	0	o@167;olchy
f68r2	f68r2.8	L	?	4	A	I	0	0	cheorol
f68r2	f68r2.9	L	?	4	A	I	0	0	odaiin
f68r2	f68r2.10	L	?	4	A	I	0	0	ochory
f68r2	f68r2.11	L	?	4	A	I	0	0	shdar
f68r2	f68r2.12	L	?	4	A	I	0	0	dchol
f68r2	f68r2.13	L	?	4	A	I	0	0	todaraiily
f68r2	f68r2.14	L	?	4	A	I	0	0	olcheesey
f68r2	f68r2.15	L	?	4	A	I	0	0	okchor
f68r2	f68r2.16	L	?	4	A	I	0	0	oteool
f68r2	f68r2.17	L	?	4	A	I	0	0	oydchy
f68r2	f68r2.18	L	?	4	A	I	0	0	okeeeody
f68r2	f68r2.19	L	?	4	A	I	0	0	cholar
f68r2	f68r2.20	L	?	4	A	I	0	0	dcheoldy
f68r2	f68r2.21	L	?	4	A	I	0	0	oteeear
f68r2	f68r2.22	L	?	4	A	I	0	0	otoeeo
f68r2	f68r2.23	L	?	4	A	I	0	0	ofcheody
f68r2	f68r2.24	L	?	4	A	I	0	0	otcheodar
f68r2	f68r2.25	L	?	4	A	I	0	0	odair chol
f68r2	f68r2.26	L	?	4	A	I	0	0	opocphor
f68r2	f68r2.27	L	?	4	A	I	0	0	otoshol
f68r2	f68r2.28	L	?	4	A	I	0	0	chodar
f68r2	f68r2.29	L	?	4	A	I	0	0	sheey
f68r2	f68r2.30	L	?	4	A	I	0	0	okeeeeor
f68r2	f68r2.31	C	?	4	A	I	0	0	okey okoaiin okol o ky oeeeo r okey okeeol cheo o @231;@232;@233;@234;
f68r3	f68r3.1	C	?	4	A	I	0	0	odeed oteedy cheoteey oshchey chokol cheody chedy oteodaiin otchodal sol cheor oteo choteey oeteody opcheody dchedy daiin oteeody dascheedy oteeody qoeeeg dcheeo okeodly do ls oschaiin cheockhedchy chodal cheoda chol al oteodched okedy qokeey shoky dol daleeed okeoeiiir
f68r3	f68r3.2	R	?	4	A	I	0	0	toees ykeo she qokolchey qokchdy
f68r3	f68r3.3	R	?	4	A	I	0	0	tochedy chocphy qokchdy dyl okald
f68r3	f68r3.4	R	?	4	A	I	0	0	dchy kchy daiir chok ockhydar
f68r3	f68r3.5	R	?	4	A	I	0	0	qokol chdchol qoteey che kechy okchdy
f68r3	f68r3.6	R	?	4	A	I	0	0	dchokchy y okey oteos okolshy
f68r3	f68r3.7	R	?	4	A	I	0	0	pchody qokchy dshol d o tgolg?
f68r3	f68r3.8	R	?	4	A	I	0	0	keeoty oteey daiin dcheeody oteey
f68r3	f68r3.9	R	?	4	A	I	0	0	dchey qokeey dcheey daiir otchal
f68r3	f68r3.10	L	?	4	A	I	0	0	dchol day
f68r3	f68r3.11	L	?	4	A	I	0	0	doaro
f68r3	f68r3.12	L	?	4	A	I	0	0	oalcheol
f68r3	f68r3.13	L	?	4	A	I	0	0	okos
f68r3	f68r3.14	L	?	4	A	I	0	0	otary
f68r3	f68r3.15	L	?	4	A	I	0	0	chky oky
f68r3	f68r3.16	L	?	4	A	I	0	0	e cphy
f68r3	f68r3.17	L	?	4	A	I	0	0	okolchy
f68r3	f68r3.18	L	?	4	A	I	0	0	o cthyd
f68r3	f68r3.19	L	?	4	A	I	0	0	otydg
f68r3	f68r3.20	L	?	4	A	I	0	0	darall
f68r3	f68r3.21	L	?	4	A	I	0	0	okchody
f68r3	f68r3.22	C	?	4	A	I	0	0	otcheody chokchy okol cheol dar cho keol dolaiin okeol oly
f68v3	f68v3.1	P	?	4	C	I	1	0	tchedy chepchy daiidy shol kcheoly choteol shol s chey shodaiin chetshedy otsho qooto seeey
f68v3	f68v3.2	P	?	4	C	I	0	0	sshey kcheol sheey qety sheey otchol chal sheey daiin sheody qokol aiir chor cheoty oty
f68v3	f68v3.3	P	?	4	C	I	0	0	sho chokar sor chor cheky daiin dar aiiinytey tol cheeetchol sam
f68v3	f68v3.4	P	?	4	C	I	0	1	dcheey qoy chydy
